Index by type	Quality	Items1	Items2	Items3	Items4	Quality	Items1	Items2	Items3	Items4	 	 
Weapon shops Standart
1	1	23	27	25	20
2	2	23	24	27	20
3	2	23	24	20	20
4	3	23	25	26	20
5	3	23	28	20	20
6	4	20	20	20	20
7	4	25	26	30	20
8	1	23	27	20	20
9	1	23	24	28	20
10	2	23	24	25	20
11	2	27	27	26	26
12	5	24	30	25	27
13	4	24	30	25	27
14	3	30	24	20	20
15	2	20	20	20	20
16	3	27	27	26	26
17	3	28	28	25	25
18	2	23	23	24	24
19	3	23	23	26	26
20	2	30	26	26	26
21	2	28	25	28	29
22	1	23	26	28	27
23	1	23	27	25	20
24	2	23	24	23	24
25	2	27	27	27	27
26	2	26	30	26	30
27	2	25	28	29	25
28	3	23	24	23	24
29	3	27	27	27	27
30	3	26	30	26	30
31	3	25	28	29	25
32	4	23	24	23	24
33	4	27	27	27	27
34	4	26	30	26	30
35	4	25	28	29	25
Weapon shops Special
1	2	28	30	26	20
2	3	30	26	28	20
3	3	27	27	23	24
4	4	23	25	26	20
5	4	24	24	30	30
6	5	25	25	26	30
7	5	27	23	24	28
8	2	25	30	20	20
9	2	23	24	28	20
10	3	23	24	25	20
11	3	27	27	26	26
12	5	23	26	28	27
13	5	23	26	28	27
14	4	30	24	20	20
15	3	20	20	20	20
16	4	27	27	26	26
17	4	28	28	25	25
18	4	23	23	24	24
19	4	24	24	27	20
20	4	30	26	26	26
21	4	28	25	28	29
22	2	23	26	28	27
23	2	23	27	25	20
24	3	23	24	23	24
25	3	27	27	27	27
26	3	26	30	26	30
27	3	25	28	29	25
28	4	23	24	23	24
29	4	27	27	27	27
30	4	26	30	26	30
31	4	25	28	29	25
32	5	23	24	23	24
33	5	27	27	27	27
34	5	26	30	26	30
35	5	25	28	29	25
Armor shops Standart
1	1	35	35	38	38	1	31	31	31	34
2	2	35	35	38	38	2	31	31	32	32
3	2	35	35	38	38	2	31	32	32	33
4	3	35	35	38	38	3	32	33	33	34
5	3	35	35	38	38	3	31	31	34	34
6	4	35	35	38	38	4	32	32	33	33
7	4	35	35	38	38	4	31	32	33	34
8	1	35	35	38	38	1	33	31	32	34
9	1	35	35	38	38	1	31	32	33	34
10	1	35	35	38	38	1	31	31	31	34
11	1	35	35	38	38	1	31	31	32	34
12	2	35	35	38	38	2	31	32	32	33
13	2	35	35	38	38	2	31	31	32	32
14	4	35	35	38	38	4	31	32	33	34
15	4	35	35	38	38	4	31	32	33	34
16	3	35	35	38	38	3	31	31	31	31
17	4	35	35	38	38	2	31	32	34	34
18	4	35	35	38	38	3	31	31	32	32
19	3	35	35	38	38	3	32	32	32	33
20	3	35	35	38	38	3	31	31	31	32
21	3	35	35	38	38	3	33	31	32	34
22	3	35	35	38	38	3	33	31	32	34
23	4	35	35	38	38	4	33	31	32	34
24	5	35	35	38	38	5	31	32	33	34
25	1	35	35	38	38	1	31	31	32	34
26	1	35	35	38	38	1	31	31	32	34
27	1	35	35	38	38	1	31	31	32	34
28	2	35	35	38	38	2	31	32	32	33
29	2	35	35	38	38	2	31	31	32	32
30	2	35	35	38	38	2	31	32	33	34
31	2	35	35	38	38	2	31	32	33	34
32	2	35	35	38	38	2	31	31	31	31
33	3	35	35	38	38	3	31	32	34	34
34	3	35	35	38	38	3	31	31	32	32
35	3	35	35	38	38	3	32	32	32	33
36	3	35	35	38	38	3	31	31	31	32
37	3	35	35	38	38	3	33	31	32	34
38	3	35	35	38	38	3	33	31	32	34
39	3	35	35	38	38	3	33	31	32	34
40	4	35	35	38	38	4	31	32	33	34
Armor shops Special
1	2	35	35	38	38	2	31	31	31	34
2	3	35	35	38	38	3	31	31	32	32
3	3	35	35	38	38	3	31	32	32	34
4	4	35	35	38	38	4	32	33	33	34
5	4	35	35	38	38	4	31	31	34	34
6	5	35	35	38	38	5	32	32	33	33
7	5	35	35	38	38	5	31	32	33	34
8	1	35	35	38	38	1	33	33	33	33
9	1	35	35	38	38	1	33	33	33	33
10	2	35	35	38	38	2	31	31	31	34
11	2	35	35	38	38	2	31	31	32	34
12	3	35	35	38	38	3	31	32	32	33
13	3	35	35	38	38	3	31	31	32	32
14	5	35	35	38	38	5	31	32	33	34
15	5	35	35	38	38	5	31	32	33	34
16	4	35	35	38	38	4	31	31	31	31
17	5	35	35	38	38	3	31	32	34	34
18	5	35	35	38	38	4	31	31	32	33
19	4	35	35	38	38	4	32	32	33	34
20	4	35	35	38	38	4	31	31	31	32
21	4	35	35	38	38	4	32	32	32	32
22	4	35	35	38	38	4	34	34	34	34
23	5	35	35	38	38	5	33	33	33	33
24	5	35	35	38	38	1	31	31	31	34
25	1	35	35	38	38	1	31	31	31	34
26	1	35	35	38	38	1	31	31	31	34
27	2	35	35	38	38	2	31	31	31	34
28	2	35	35	38	38	2	31	31	32	34
29	3	35	35	38	38	3	31	32	32	33
30	3	35	35	38	38	3	31	31	32	32
31	3	35	35	38	38	3	31	32	33	34
32	3	35	35	38	38	3	31	32	33	34
33	4	35	35	38	38	4	31	31	31	31
34	4	35	35	38	38	4	31	32	34	34
35	4	35	35	38	38	4	31	31	32	33
36	4	35	35	38	38	4	32	32	33	34
37	4	35	35	38	38	4	31	31	31	32
38	4	35	35	38	38	4	32	32	32	32
39	4	35	35	38	38	4	34	34	34	34
40	5	35	35	38	38	5	33	33	33	33
Magic shops Standart
1	1
2	2
3	2
4	3
5	3
6	4
7	4
8	3
9	1
10	1
11	2
12	2
13	4
14	4
15	3
16	2
17	2
18	2
19	2
20	2
21	2
22	1
23	1
24	1
25	1
26	2
27	2
28	2
29	2
30	3
31	3
32	3
33	4
34	4
35	1
36	1
Magic shops Special
1	2
2	3
3	3
4	4
5	4
6	5
7	5
8	3
9	2
10	2
11	3
12	3
13	5
14	5
15	4
16	3
17	3
18	3
19	3
20	3
21	3
22	2
23	2
24	2
25	2
26	3
27	3
28	3
29	3
30	4
31	4
32	4
33	5
34	5
35	2
36	2
Alchem shops Standart
1	1
2	2
3	2
4	3
5	4
6	6
7	1
8	2
9	2
10	3
11	3
12	4
13	6
14	6
15	4
16	2
17	2
18	6
19	1
20	2
21	3
22	4
Alchem shops Special
1	2
2	3
3	3
4	4
5	5
6	5
7	2
8	2
9	3
10	3
11	4
12	4
13	5
14	5
15	3
16	2
17	2
18	2
19	1
19	2
20	3
21	4
22	5
Spellbook shops
1	4
2	7
3	9
4	11
5	5
6	9
7	11
Stables	Loc1	Loc2	Loc3	Loc4
1	0	2	3	15
2	4	5	6	7
3	8	9	10	11
4	12	13	14	15
5	16	17	18	18
6	16	17	18	18
7	16	17	18	18
8	16	17	18	18
9	16	17	18	18
10	25	26	26	59
11	27	28	29	30
12	31	32	33	33
13	34	35	35	35
14	36	36	37	37
15	38	38	38	38
16	40	40	39	39
17	40	40	40	40
18	40	40	40	40
19	60	60	60	60
20	61	62	63	63
21	64	65	66	66
22	67	68	69	69
23	70	70	70	70
24	71	71	71	71
25	72	72	72	72
26	73	73	73	73
27	74	74	74	74
Boats	Loc1	Loc2	Loc3	Loc4
1	19	19	19	19
2	21	21	22	22
3	20	20	24	24
4	23	23	24	24
5	20	20	23	23
6	19	19	21	21
7	19	19	21	21
8	41	42	43	44
9	43	45	46	46
10	47	48	49	50
11	47	47	46	46
12	47	47	46	46
13	52	53	54	55
14	56	57	58	58
15	49	49	49	49
16	49	49	49	49
17	49	49	49	49
18	75	75	75	75
19	76	77	78	78
20	80	80	81	81
21	82	83	84	84
22	85	86	87	87
23	88	89	90	90
