		Armors	Settings	t0		t1		t2		t3		t4		t5		t0		t1		t2		t3		t4		t5
Id	Item id	Notes		X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
1	84	Leather Jerkin		47	78	50	93	44	108	0	0	-2	0		
2	85	Hardened Leather Vest		30	84	60	95	45	111	0	0	0	0		
3	86	Caravaner's Leather		29	72	57	86	40	101	0	0	0	0		
4	87	Regnan Leather		29	78	47	90	29	107	0	0	0	0		
5	88	Alvarian Leather		46	78	42	88	38	103	0	0	0	0		
6	89	Rusty Mail Vest		61	82	61	98	46	111	0	0	0	0		
7	90	Steel Chainmail		55	82	60	98	45	116	0	0	0	0		
8	91	Minotaur Chainmail		45	76	58	91	46	107	0	0	0	0		
9	92	Siertal Chainmail		49	76	52	90	36	100	0	0	0	0		
10	93	Erudine Chainmail		49	76	43	84	28	105	0	0	0	0		
11	94	Rusty Breastplate		62	81	52	94	41	115	0	0	0	0		
12	95	Banded Plate		55	79	51	91	39	109	0	0	0	0		
13	96	Minotaur Plate		46	73	47	90	34	109	0	0	0	0		
14	97	Dark Knight Plate		50	60	54	65	39	96	0	0	0	0		
15	98	Dragoning Plate		53	70	48	82	39	100	0	0	0	0		
16	513	Serendine's Preservation		29	57	47	70	27	100	0	0	33	96		
17	514	Glomenmail		29	68	49	86	36	103	0	0	29	96		
18	515	Supreme Plate		30	69	52	82	35	107	0	0	30	94		
19	533	Last Stage Cuirass		29	57	47	70	27	100	0	0	33	96		
20	868	Leather Armor		29	81	47	90	47	110	0	0	45	108		
21	869	Studded Leather		29	81	50	93	45	111	0	0	45	106		
22	870	Officer's Leather		0	0	0	0	0	0	0	0	0	0		
23	871	Regnan Leather		0	0	0	0	0	0	0	0	0	0		
24	872	Royal Leather		0	0	0	0	0	0	0	0	0	0		
25	873	Chain Mail		31	81	60	96	46	111	0	0	41	107		
26	874	Steel Chain Mail		31	81	60	96	46	111	0	0	41	107		
27	875	Fine Chain Mail		44	75	59	97	40	105	38	94	47	110		
28	876	Resplendent Chain Mail		0	0	0	0	0	0	0	0	0	0		
29	877	Golden Chain Mail		0	0	0	0	0	0	0	0	0	0		
30	878	Plate Armor		0	0	0	0	0	0	0	0	0	0		
31	879	Splendid Plate Armor		0	0	0	0	0	0	0	0	0	0		
32	880	Noble Plate Armor		0	0	0	0	0	0	0	0	0	0		
33	1306	Governor's Armor		39	75	53	93	41	103	35	96	45	110		
34	1307	Yoruba		31	73	54	93	37	103	35	95	45	110		
35	1318	Hareck's Leather		38	80	58	85	25	108	23	92	35	109		
36	1335	Elven Chainmail		44	75	59	97	40	105	38	94	47	110		
37	1406	Wetsuit		0	-1	0	0	9	23	0	17	15	44		
38	1668	Leather Armor		0	0	0	0	0	0	0	0	0	0		
39	1669	Studded Leather		0	0	0	0	0	0	0	0	0	0		
40	1670	Enchanted Leather		0	0	0	0	0	0	0	0	0	0		
41	1671	Dragon Leather		0	0	0	0	0	0	0	0	0	0		
42	1672	Imperial Leather		0	0	0	0	0	0	0	0	0	0		
43	1673	Chain Mail		0	0	0	0	0	0	0	0	0	0		
44	1674	Steel Chain Mail		0	0	0	0	0	0	0	0	0	0		
45	1675	Noble Chain Mail		0	0	0	0	0	0	0	0	0	0		
46	1676	Royal Chain Mail		0	0	0	0	0	0	0	0	0	0		
47	1677	Majestic Chain Mail		43	81	52	93	45	110	41	98	49	112		
48	1678	Plate Armor		0	0	0	0	0	0	0	0	0	0		
49	1679	Steel Plate Armor		0	0	0	0	0	0	0	0	0	0		
50	1680	Golden Plate Armor		28	83	58	94	44	112	40	101	48	116		
51	2026	Galahad		43	81	52	93	45	110	41	98	49	112		
52	2027	Pellinore		28	83	58	94	44	112	40	101	48	116		
53	2041	Apollo		43	81	61	96	45	110	41	98	49	112		
54	2042	Zeus		28	83	58	94	44	112	40	101	48	116		

		Helms	Complex												
1	109	Helm	x	87	28	72	41	74	44	77	42	72	67		
2	110	Lizardman Helm	x	79	24	65	35	66	43	64	30	64	63		
3	111	Full Helm	x	85	27	74	45	55	47	68	41	70	63		
4	112	Battle Helm	x	57	8	49	25	52	48	43	13	44	45		
5	113	Dragon Helm	x	77	18	62	28	57	41	50	18	62	54		
6	114	Cloth Hat		85	26	72	42	58	38	78	40	70	64		
7	115	Festival Hat		83	30	68	47	59	26	70	50	68	70		
8	116	Merchantman's Hat		88	30	72	42	65	55	78	38	72	68		
9	520	Drogg's Helm	x	77	6	68	26	64	47	61	17	62	44		
10	521	Crown of Final Dominion	x	81	0	67	-5	0	0	77	12	65	40		
11	536	Lucky Hat		78	14	66	30	54	52	74	35	62	48		
12	891	Horned Helm	x	0	0	0	0	0	0	0	0	0	0		
13	892	Conscript's Helm	x	0	0	0	0	0	0	0	0	0	0		
14	893	Full Helm	x	0	0	0	0	0	0	0	0	0	0		
15	894	Phynaxian Helm	x	0	0	0	0	0	0	0	0	0	0		
16	895	Mogred Helm	x	0	0	0	0	0	0	0	0	0	0		
